movieId,title,year,genres,imdb_rating,imdb_votes,mood,rotten_tomatoes,mood_reason
135,Down Periscope,1996,Comedy,6.2,29147,Comfort Movie,,
136,From the Journals of Jean Seberg,1995,Documentary,7.0,309,Heavy Sunday,,
138,"Neon Bible, The",1995,Drama,,,Heavy Sunday,,
140,Up Close and Personal,1996,Drama|Romance,,,Date Night,,
141,"Birdcage, The",1996,Comedy,,,Comfort Movie,,
144,"Brothers McMullen, The",1995,Comedy,,,Comfort Movie,,
145,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,6.8,318968,Adrenaline,,
147,"Basketball Diaries, The",1995,Drama,,,Heavy Sunday,,
148,"Awfully Big Adventure, An",1995,Drama,,,Heavy Sunday,,
149,Amateur,1994,Crime|Drama|Thriller,6.7,7512,Adrenaline,,
150,Apollo 13,1995,Adventure|Drama|IMAX,7.7,342772,Heavy Sunday,,
151,Rob Roy,1995,Action|Drama|Romance|War,6.9,49932,Adrenaline,,
152,"Addiction, The",1995,Drama|Horror,,,Adrenaline,,
153,Batman Forever,1995,Action|Adventure|Comedy|Crime,5.5,284986,Adrenaline,,
154,Beauty of the Day (Belle de jour),1967,Drama,,,Heavy Sunday,,
155,Beyond Rangoon,1995,Adventure|Drama|War,6.5,5738,Adrenaline,,
156,Blue in the Face,1995,Comedy|Drama,6.6,10652,Comfort Movie,,
157,Canadian Bacon,1995,Comedy|War,5.9,19738,Adrenaline,,
158,Casper,1995,Adventure|Children,6.2,161260,Comfort Movie,,
159,Clockers,1995,Crime|Drama|Mystery,6.9,25156,Adrenaline,,
160,Congo,1995,Action|Adventure|Mystery|Sci-Fi,5.4,53538,Mind On,,
161,Crimson Tide,1995,Drama|Thriller|War,7.4,138222,Adrenaline,,
162,Crumb,1994,Documentary,8.0,23221,Heavy Sunday,,
163,Desperado,1995,Action|Romance|Western,7.1,210670,Date Night,,
164,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,6.8,27966,Adrenaline,,
165,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,7.6,433366,Adrenaline,,
166,"Doom Generation, The",1995,Comedy|Crime|Drama,,,Adrenaline,,
167,Feast of July,1995,Drama,6.2,644,Heavy Sunday,,
168,First Knight,1995,Action|Drama|Romance,6.0,83255,Date Night,,
169,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,5.1,20912,Comfort Movie,,
170,Hackers,1995,Action|Adventure|Crime|Thriller,6.2,82972,Adrenaline,,
171,Jeffrey,1995,Comedy|Drama,6.8,7214,Comfort Movie,,
172,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,5.6,82211,Adrenaline,,
173,Judge Dredd,1995,Action|Crime|Sci-Fi,5.6,133184,Adrenaline,,
174,Jury Duty,1995,Comedy,4.4,9363,Comfort Movie,,
175,Kids,1995,Drama,7.0,92693,Heavy Sunday,,
176,Living in Oblivion,1995,Comedy,7.5,21939,Comfort Movie,,
177,Lord of Illusions,1995,Horror,6.1,20226,Adrenaline,,
178,Love & Human Remains,1993,Comedy|Drama,,,Comfort Movie,,
179,Mad Love,1995,Drama|Romance,5.4,7455,Date Night,,
180,Mallrats,1995,Comedy|Romance,7.0,135217,Date Night,,
181,Mighty Morphin Power Rangers: The Movie,1995,Action|Children,5.3,32278,Comfort Movie,,
182,Moonlight and Valentino,1995,Drama|Romance,5.7,4471,Date Night,,
183,Mute Witness,1994,Comedy|Horror|Thriller,,,Adrenaline,,
184,Nadja,1994,Drama,6.0,3946,Heavy Sunday,,
185,"Net, The",1995,Action|Crime|Thriller,,,Adrenaline,,
186,Nine Months,1995,Comedy|Romance,5.5,40446,Date Night,,
187,Party Girl,1995,Comedy,6.5,9192,Comfort Movie,,
188,"Prophecy, The",1995,Fantasy|Horror|Mystery,,,Adrenaline,,
189,Reckless,1995,Comedy|Fantasy,5.2,538,Comfort Movie,,
190,Safe,1995,Thriller,7.1,19674,Adrenaline,,
191,"Scarlet Letter, The",1995,Drama|Romance,,,Date Night,,
192,"Show, The",1995,Documentary,,,Heavy Sunday,,
193,Showgirls,1995,Drama,5.2,83243,Heavy Sunday,,
194,Smoke,1995,Comedy|Drama,7.4,38998,Comfort Movie,,
195,Something to Talk About,1995,Comedy|Drama|Romance,5.8,15366,Date Night,,
196,Species,1995,Horror|Sci-Fi,5.9,91627,Adrenaline,,
197,"Stars Fell on Henrietta, The",1995,Drama,,,Heavy Sunday,,
198,Strange Days,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,7.2,86647,Adrenaline,,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama|Musical|Romance,,,Date Night,,
200,"Tie That Binds, The",1995,Thriller,,,Adrenaline,,
201,Three Wishes,1995,Drama|Fantasy,6.1,3569,Heavy Sunday,,
202,Total Eclipse,1995,Drama|Romance,6.4,16704,Date Night,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,6.9,42670,Comfort Movie,,
204,Under Siege 2: Dark Territory,1995,Action,5.6,53839,Friday Light,,
205,Unstrung Heroes,1995,Comedy|Drama,6.7,3414,Comfort Movie,,
206,Unzipped,1995,Documentary,6.5,1253,Heavy Sunday,,
207,"Walk in the Clouds, A",1995,Drama|Romance,,,Date Night,,
208,Waterworld,1995,Action|Adventure|Sci-Fi,6.3,226875,Mind On,,
209,White Man's Burden,1995,Drama,5.3,5392,Heavy Sunday,,
210,Wild Bill,1995,Western,5.8,8925,Friday Light,,
211,"Browning Version, The",1994,Drama,,,Heavy Sunday,,
212,Bushwhacked,1995,Adventure|Comedy|Crime|Mystery,5.7,7436,Adrenaline,,
213,Burnt by the Sun (Utomlyonnye solntsem),1994,Drama,,,Heavy Sunday,,
214,Before the Rain (Pred dozhdot),1994,Drama|War,,,Adrenaline,,
215,Before Sunrise,1995,Drama|Romance,8.1,384066,Date Night,,
216,Billy Madison,1995,Comedy,6.4,169244,Comfort Movie,,
218,Boys on the Side,1995,Comedy|Drama,6.5,16441,Comfort Movie,,
220,Castle Freak,1995,Horror,,,Adrenaline,,
222,Circle of Friends,1995,Drama|Romance,6.7,9849,Date Night,,
223,Clerks,1994,Comedy,7.7,241781,Comfort Movie,,
224,Don Juan DeMarco,1995,Comedy|Drama|Romance,,,Date Night,,
225,Disclosure,1994,Drama|Thriller,6.2,58897,Adrenaline,,
227,Drop Zone,1994,Action|Thriller,5.6,23237,Adrenaline,,
229,Death and the Maiden,1994,Drama|Thriller,7.2,29264,Adrenaline,,
230,Dolores Claiborne,1995,Drama|Thriller,7.4,53978,Adrenaline,,
231,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,,,Comfort Movie,,
232,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy|Drama|Romance,,,Date Night,,
233,Exotica,1994,Drama,7.0,22753,Heavy Sunday,,
234,Exit to Eden,1994,Comedy,4.3,7740,Comfort Movie,,
235,Ed Wood,1994,Comedy|Drama,7.8,191034,Comfort Movie,,
236,French Kiss,1995,Action|Comedy|Romance,6.6,57094,Date Night,,
237,Forget Paris,1995,Comedy|Romance,6.5,13963,Date Night,,
238,Far From Home: The Adventures of Yellow Dog,1995,Adventure|Children,6.3,3588,Comfort Movie,,
239,"Goofy Movie, A",1995,Animation|Children|Comedy|Romance,,,Date Night,,
240,Hideaway,1995,Thriller,5.3,8082,Adrenaline,,
241,Fluke,1995,Children|Drama,6.6,8281,Comfort Movie,,
242,Farinelli: il castrato,1994,Drama|Musical,,,Comfort Movie,,
243,Gordy,1995,Children|Comedy|Fantasy,,,Comfort Movie,,
244,Gumby: The Movie,1995,Animation|Children,6.0,1188,Comfort Movie,,
246,Hoop Dreams,1994,Documentary,8.3,29815,Heavy Sunday,,
247,Heavenly Creatures,1994,Crime|Drama,7.2,70294,Adrenaline,,
248,Houseguest,1994,Comedy,,,Comfort Movie,,
249,Immortal Beloved,1994,Drama|Romance,7.4,27777,Date Night,,
250,Heavyweights (Heavy Weights),1995,Children|Comedy,,,Comfort Movie,,
252,I.Q.,1994,Comedy|Romance,6.2,27951,Date Night,,
253,Interview with the Vampire: The Vampire Chronicles,1994,Drama|Horror,7.5,380865,Adrenaline,,
254,Jefferson in Paris,1995,Drama,5.7,3320,Heavy Sunday,,
255,"Jerky Boys, The",1995,Comedy,,,Comfort Movie,,
256,Junior,1994,Comedy|Sci-Fi,4.8,78592,Mind On,,
257,Just Cause,1995,Mystery|Thriller,6.4,33218,Adrenaline,,
258,"Kid in King Arthur's Court, A",1995,Adventure|Children|Comedy|Fantasy|Romance,,,Date Night,,
259,Kiss of Death,1995,Crime|Drama|Thriller,6.0,20214,Adrenaline,,
260,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,8.6,1588442,Mind On,,
261,Little Women,1994,Drama,7.3,69866,Heavy Sunday,,
262,"Little Princess, A",1995,Children|Drama,,,Comfort Movie,,
263,Ladybird Ladybird,1994,Drama,7.4,4158,Heavy Sunday,,
264,"Enfer, L'",1994,Drama,,,Heavy Sunday,,
265,Like Water for Chocolate (Como agua para chocolate),1992,Drama|Fantasy|Romance,,,Date Night,,
266,Legends of the Fall,1994,Drama|Romance|War|Western,7.5,202115,Adrenaline,,
267,Major Payne,1995,Comedy,6.3,44122,Comfort Movie,,
268,Little Odessa,1994,Crime|Drama,6.7,10201,Adrenaline,,
269,My Crazy Life (Mi vida loca),1993,Drama,,,Heavy Sunday,,
270,Love Affair,1994,Drama|Romance,6.0,5422,Date Night,,
271,Losing Isaiah,1995,Drama,6.4,6830,Heavy Sunday,,
272,"Madness of King George, The",1994,Comedy|Drama,,,Comfort Movie,,
273,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,,,Adrenaline,,
274,Man of the House,1995,Comedy,5.3,11353,Comfort Movie,,
275,Mixed Nuts,1994,Comedy,5.4,14865,Comfort Movie,,
276,Milk Money,1994,Comedy|Romance,5.7,14111,Date Night,,
277,Miracle on 34th Street,1994,Drama,6.7,51388,Heavy Sunday,,
278,Miami Rhapsody,1995,Comedy,5.4,3725,Comfort Movie,,
279,My Family,1995,Drama,7.3,4852,Heavy Sunday,,
280,Murder in the First,1995,Drama|Thriller,7.3,33235,Adrenaline,,
281,Nobody's Fool,1994,Comedy|Drama|Romance,7.3,24962,Date Night,,
282,Nell,1994,Drama,6.5,32689,Heavy Sunday,,
283,New Jersey Drive,1995,Crime|Drama,6.6,3751,Adrenaline,,
286,Nemesis 2: Nebula,1995,Action|Sci-Fi|Thriller,,,Adrenaline,,
287,Nina Takes a Lover,1994,Comedy|Romance,5.3,748,Date Night,,
288,Natural Born Killers,1994,Action|Crime|Thriller,7.2,270135,Adrenaline,,
289,Only You,1994,Comedy|Romance,6.5,30370,Date Night,,
290,Once Were Warriors,1994,Crime|Drama,7.9,39717,Adrenaline,,
291,Poison Ivy II,1996,Drama|Thriller,,,Adrenaline,,
292,Outbreak,1995,Action|Drama|Sci-Fi|Thriller,6.6,147113,Adrenaline,,
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action|Crime|Drama|Thriller,,,Adrenaline,,
294,"Perez Family, The",1995,Comedy|Romance,,,Date Night,,
295,"Pyromaniac's Love Story, A",1995,Comedy|Romance,,,Date Night,,
296,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,8.8,2467026,Adrenaline,,
297,Panther,1995,Drama,6.4,2872,Heavy Sunday,,
298,Pushing Hands (Tui shou),1992,Drama,,,Heavy Sunday,,
299,Priest,1994,Drama,7.1,11856,Heavy Sunday,,
300,Quiz Show,1994,Drama,7.5,78424,Heavy Sunday,,
301,Picture Bride (Bijo photo),1994,Drama|Romance,,,Date Night,,
302,"Queen Margot (Reine Margot, La)",1994,Drama|Romance,,,Date Night,,
303,"Quick and the Dead, The",1995,Action|Thriller|Western,,,Adrenaline,,
304,Roommates,1995,Comedy|Drama,6.4,2170,Comfort Movie,,
305,Ready to Wear (Pret-A-Porter),1994,Comedy,,,Comfort Movie,,
306,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,,,Heavy Sunday,,
307,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,,,Heavy Sunday,,
308,Three Colors: White (Trzy kolory: Bialy),1994,Comedy|Drama,,,Comfort Movie,,
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",1994,Drama,,,Heavy Sunday,,
310,Rent-a-Kid,1995,Comedy,5.5,2373,Comfort Movie,,
312,Stuart Saves His Family,1995,Comedy,5.3,3145,Comfort Movie,,
313,"Swan Princess, The",1994,Animation|Children,,,Comfort Movie,,
314,"Secret of Roan Inish, The",1994,Children|Drama|Fantasy|Mystery,,,Mind On,,
315,"Specialist, The",1994,Action|Drama|Thriller,,,Adrenaline,,
316,Stargate,1994,Action|Adventure|Sci-Fi,7.0,221539,Mind On,,
317,"Santa Clause, The",1994,Comedy|Drama|Fantasy,,,Comfort Movie,,
318,"Shawshank Redemption, The",1994,Crime|Drama,,,Adrenaline,,
319,Shallow Grave,1994,Comedy|Drama|Thriller,7.2,71554,Adrenaline,,
320,Suture,1993,Film-Noir|Thriller,6.5,2276,Adrenaline,,
321,Strawberry and Chocolate (Fresa y chocolate),1993,Drama,,,Heavy Sunday,,
322,Swimming with Sharks,1995,Comedy|Drama,,,Comfort Movie,,
324,"Sum of Us, The",1994,Comedy|Drama,,,Comfort Movie,,
325,National Lampoon's Senior Trip,1995,Comedy,5.7,6759,Comfort Movie,,
326,To Live (Huozhe),1994,Drama,,,Heavy Sunday,,
327,Tank Girl,1995,Action|Comedy|Sci-Fi,5.4,38180,Mind On,,
328,Tales from the Crypt Presents: Demon Knight,1995,Horror|Thriller,,,Adrenaline,,
329,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,6.6,92096,Heavy Sunday,,
330,Tales from the Hood,1995,Action|Crime|Horror,6.6,11355,Adrenaline,,
331,Tom & Viv,1994,Drama,6.2,2015,Heavy Sunday,,
332,Village of the Damned,1995,Horror|Sci-Fi,5.7,37280,Adrenaline,,
333,Tommy Boy,1995,Comedy,7.1,105796,Comfort Movie,,
334,Vanya on 42nd Street,1994,Drama,7.3,5705,Heavy Sunday,,
335,Underneath,1995,Mystery|Thriller,6.1,4147,Adrenaline,,
336,"Walking Dead, The",1995,Drama|War,,,Adrenaline,,
337,What's Eating Gilbert Grape,1993,Drama,7.7,271373,Heavy Sunday,,
338,Virtuosity,1995,Action|Sci-Fi|Thriller,5.5,35153,Adrenaline,,
339,While You Were Sleeping,1995,Comedy|Romance,6.8,128592,Date Night,,
340,"War, The",1994,Adventure|Drama|War,,,Adrenaline,,
341,Double Happiness,1994,Drama,7.0,1391,Heavy Sunday,,
342,Muriel's Wedding,1994,Comedy,7.3,46112,Comfort Movie,,
343,"Baby-Sitters Club, The",1995,Children,,,Comfort Movie,,
344,Ace Ventura: Pet Detective,1994,Comedy,6.9,358155,Comfort Movie,,
345,"Adventures of Priscilla, Queen of the Desert, The",1994,Comedy|Drama,,,Comfort Movie,,
346,Backbeat,1993,Drama|Musical,,,Comfort Movie,,
347,Bitter Moon,1992,Drama|Film-Noir|Romance,7.2,46825,Date Night,,
348,Bullets Over Broadway,1994,Comedy,7.4,43496,Comfort Movie,,
349,Clear and Present Danger,1994,Action|Crime|Drama|Thriller,6.9,117872,Adrenaline,,
350,"Client, The",1994,Drama|Mystery|Thriller,,,Adrenaline,,
351,"Corrina, Corrina",1994,Comedy|Drama|Romance,6.6,15501,Date Night,,
352,Crooklyn,1994,Comedy|Drama,7.1,12482,Comfort Movie,,
353,"Crow, The",1994,Action|Crime|Fantasy|Thriller,,,Adrenaline,,
354,Cobb,1994,Drama,6.4,8586,Heavy Sunday,,
355,"Flintstones, The",1994,Children|Comedy|Fantasy,,,Comfort Movie,,
356,Forrest Gump,1994,Comedy|Drama|Romance|War,8.8,2534428,Adrenaline,,
357,Four Weddings and a Funeral,1994,Comedy|Romance,7.1,184477,Date Night,,
358,Higher Learning,1995,Drama,6.5,23591,Heavy Sunday,,
359,I Like It Like That,1994,Comedy|Drama|Romance,6.8,2075,Date Night,,
360,I Love Trouble,1994,Action|Comedy,5.4,13355,Comfort Movie,,
361,It Could Happen to You,1994,Comedy|Drama|Romance,6.4,49727,Date Night,,
362,"Jungle Book, The",1994,Adventure|Children|Romance,,,Date Night,,
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",1993,Documentary,,,Heavy Sunday,,
364,"Lion King, The",1994,Adventure|Animation|Children|Drama|Musical|IMAX,,,Comfort Movie,,
365,Little Buddha,1993,Drama,6.2,19396,Heavy Sunday,,
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994,Drama|Horror|Mystery|Thriller,,,Adrenaline,,
367,"Mask, The",1994,Action|Comedy|Crime|Fantasy,,,Adrenaline,,
368,Maverick,1994,Adventure|Comedy|Western,7.0,126039,Comfort Movie,,
369,Mrs. Parker and the Vicious Circle,1994,Drama,6.4,5107,Heavy Sunday,,
370,Naked Gun 33 1/3: The Final Insult,1994,Action|Comedy,6.5,129799,Comfort Movie,,
371,"Paper, The",1994,Comedy|Drama,,,Comfort Movie,,
372,Reality Bites,1994,Comedy|Drama|Romance,6.6,58169,Date Night,,
373,Red Rock West,1992,Thriller,,,Adrenaline,,
374,Richie Rich,1994,Children|Comedy,5.5,80113,Comfort Movie,,
376,"River Wild, The",1994,Action|Thriller,,,Adrenaline,,
377,Speed,1994,Action|Romance|Thriller,7.3,427654,Adrenaline,,
378,Speechless,1994,Comedy|Romance,5.8,5671,Date Night,,
379,Timecop,1994,Action|Sci-Fi|Thriller,6.0,70669,Adrenaline,,
380,True Lies,1994,Action|Adventure|Comedy|Romance|Thriller,7.3,303481,Adrenaline,,
381,When a Man Loves a Woman,1994,Drama|Romance,6.6,25214,Date Night,,
382,Wolf,1994,Drama|Horror|Romance|Thriller,6.3,65031,Adrenaline,,
383,Wyatt Earp,1994,Western,6.7,60064,Friday Light,,
384,Bad Company,1995,Action|Crime|Drama,5.4,3586,Adrenaline,,
387,"Low Down Dirty Shame, A",1994,Action|Comedy,,,Comfort Movie,,
388,Boys Life,1995,Drama,,,Heavy Sunday,,
390,Faster Pussycat! Kill! Kill!,1965,Action|Crime|Drama,6.6,17563,Adrenaline,,
391,Jason's Lyric,1994,Crime|Drama,6.6,5179,Adrenaline,,
393,Street Fighter,1994,Action|Adventure|Fantasy,4.2,80193,Friday Light,,
